gene_id,gut_r1,gut_r2,gut_r3,duct_r1,duct_r2,duct_r3
ENSMUSG00000087433,6.48,9.33,9.69,16.47,33.79,38.52
ENSMUSG00000087436,0.0,2.33,0.0,1.57,0.0,0.0
ENSMUSG00000087434,7.4,5.44,0.0,2.35,0.0,9.82
ENSMUSG00000087439,0.0,0.78,2.08,0.0,0.0,0.0
ENSMUSG00000080800,3.7,3.89,2.08,1.57,7.72,8.31
ENSMUSG00000080801,4.63,3.11,2.77,9.41,1.93,4.53
ENSMUSG00000005615,2611.31,1761.43,2042.94,2504.03,2067.17,1508.19
ENSMUSG00000005610,21526.91,14213.48,18599.55,12662.88,6729.66,8071.13
ENSMUSG00000005611,327.45,306.27,297.48,39.21,0.97,2.27
ENSMUSG00000102524,2.78,2.33,6.23,72.15,81.1,1964.35
ENSMUSG00000040570,218.3,250.3,164.65,63.52,17.38,67.22
ENSMUSG00000111147,55.5,25.65,30.44,8.63,20.28,43.8
ENSMUSG00000082520,4.63,2.33,6.92,1.57,14.48,15.1
ENSMUSG00000044231,13.88,13.21,89.94,3.14,48.28,0.0
ENSMUSG00000046934,7.4,7.77,8.99,3.92,2.9,5.29
ENSMUSG00000081974,4.63,18.66,8.3,3.14,0.97,9.82
ENSMUSG00000026548,311.73,362.24,402.64,213.31,336.0,338.34
ENSMUSG00000026542,0.0,0.0,0.0,10.98,0.0,20.39
ENSMUSG00000026547,11441.49,13263.58,12191.23,16100.14,18757.11,25210.3
ENSMUSG00000026546,152.63,63.74,53.96,131.75,111.03,160.86
ENSMUSG00000026544,53.65,73.85,103.08,73.72,51.17,174.46
ENSMUSG00000059395,1.85,0.0,2.08,5.49,2.9,9.82
ENSMUSG00000100104,9.25,5.44,8.99,14.12,17.38,29.45
ENSMUSG00000000320,12.03,9.33,0.0,1.57,0.0,0.0
ENSMUSG00000090778,5.55,18.66,5.53,10.19,7.72,9.06
ENSMUSG00000098134,790.89,659.18,743.01,826.57,989.66,747.68
ENSMUSG00000054083,2.78,8.55,0.0,40.78,46.34,27.94
ENSMUSG00000003617,20.35,34.98,35.28,128.61,18.34,76.28
ENSMUSG00000098327,1.85,0.0,1.38,3.92,1.93,1.51
ENSMUSG00000098325,7.4,1.55,3.46,0.78,0.0,0.0
ENSMUSG00000098322,0.0,4.66,0.0,12.55,8.69,36.25
ENSMUSG00000098320,4.63,0.78,7.61,8.63,9.66,0.0
ENSMUSG00000099809,18.5,8.55,9.69,7.84,8.69,0.0
ENSMUSG00000084275,0.93,1.55,4.15,1.57,0.0,10.57
ENSMUSG00000084276,13.88,10.88,5.53,7.06,18.34,17.37
ENSMUSG00000046402,8.33,8.55,4.84,11.76,10.62,23.41
ENSMUSG00000033237,910.21,785.88,1074.39,886.17,660.41,697.83
ENSMUSG00000064308,0.0,0.0,0.0,0.78,0.0,0.0
ENSMUSG00000002059,15.73,33.43,25.6,47.84,52.14,41.54
ENSMUSG00000002058,2578.01,4029.68,2998.34,687.77,695.17,858.7
ENSMUSG00000002055,993.46,687.16,967.85,473.67,240.41,238.65
ENSMUSG00000002052,2136.78,1812.73,1901.12,1748.82,1603.72,1139.64
ENSMUSG00000088555,3.7,0.78,1.38,3.14,0.0,0.0
ENSMUSG00000083728,0.0,0.0,7.61,0.0,0.0,0.0
ENSMUSG00000083720,0.0,1.55,2.08,2.35,0.0,0.76
ENSMUSG00000046062,3165.4,2510.0,3180.29,1815.48,1208.83,1262.74
ENSMUSG00000083725,0.93,0.78,0.0,0.78,0.97,1.51
ENSMUSG00000021427,4106.13,3656.56,3652.8,4892.0,3228.69,4472.47
ENSMUSG00000062078,4820.24,3529.08,4838.58,2986.33,2119.31,2369.91
ENSMUSG00000016356,5.55,13.99,35.28,25.1,0.0,15.1
ENSMUSG00000081382,37.0,55.19,39.43,50.19,61.79,104.98
ENSMUSG00000064302,915.76,919.58,1206.53,1099.48,936.55,723.51
ENSMUSG00000064307,2.78,7.0,8.99,3.14,0.97,1.51
ENSMUSG00000110708,7.4,19.43,22.83,18.04,8.69,3.02
ENSMUSG00000080384,0.0,1.55,0.0,0.0,0.0,16.62
ENSMUSG00000098558,0.93,4.66,2.08,0.0,0.0,0.0
ENSMUSG00000078190,7.4,15.55,6.92,0.0,5.79,15.86
ENSMUSG00000107676,3.7,1.55,0.0,0.0,0.0,0.0
ENSMUSG00000078134,42.55,38.09,20.75,32.94,50.21,48.33
ENSMUSG00000082896,30.53,23.32,13.14,45.49,38.62,37.01
ENSMUSG00000082895,24.98,17.88,15.91,19.61,41.52,52.11
ENSMUSG00000109706,11.1,18.66,6.92,18.82,23.17,26.43
ENSMUSG00000099492,22.2,20.99,13.14,20.39,15.45,25.68
ENSMUSG00000109709,17.58,21.77,52.58,17.25,28.97,0.76
ENSMUSG00000098553,0.0,0.0,0.69,0.0,2.9,0.76
ENSMUSG00000113237,12.95,20.21,8.99,14.9,5.79,18.88
ENSMUSG00000001508,0.0,3.11,0.69,7.06,6.76,0.0
ENSMUSG00000086474,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000001506,2910.09,2856.69,2956.14,1269.66,2778.76,4890.11
ENSMUSG00000001507,47.18,48.19,51.19,61.95,84.97,77.79
ENSMUSG00000113238,0.0,3.11,2.77,3.92,19.31,2.27
ENSMUSG00000019261,1643.75,1981.41,1907.34,1167.71,1075.59,854.92
ENSMUSG00000092060,535.58,807.65,587.35,547.39,597.66,482.59
ENSMUSG00000086472,0.0,0.78,6.23,12.55,0.0,1.51
ENSMUSG00000017550,780.71,802.2,686.28,487.79,345.66,285.48
ENSMUSG00000113570,0.0,1.55,0.0,1.57,0.0,0.0
ENSMUSG00000022051,1244.14,1470.71,1361.5,1898.61,2220.69,2136.54
ENSMUSG00000113580,4.63,0.0,0.0,0.0,0.0,28.7
ENSMUSG00000038517,453.26,412.76,459.37,143.51,217.24,157.84
ENSMUSG00000022052,2585.41,2187.41,2200.68,1509.63,1758.21,1670.57
ENSMUSG00000113577,0.93,8.55,1.38,3.14,0.0,0.0
ENSMUSG00000010021,108.23,46.64,106.54,44.7,44.41,52.87
ENSMUSG00000010025,2432.78,2031.16,2251.87,913.62,1144.14,660.07
ENSMUSG00000022057,1511.47,960.78,1161.56,309.77,259.72,208.44
ENSMUSG00000097233,12.95,11.66,31.82,18.82,6.76,68.73
ENSMUSG00000112186,0.0,0.78,1.38,3.92,0.97,4.53
ENSMUSG00000030760,2045.2,1742.77,2013.19,990.48,1029.24,1401.71
ENSMUSG00000086237,1.85,0.78,0.0,0.0,2.9,0.0
ENSMUSG00000030762,0.0,0.0,0.0,0.0,0.0,64.95
ENSMUSG00000009739,50.88,48.19,53.96,164.69,140.0,181.25
ENSMUSG00000030763,277.5,382.45,331.38,241.54,317.66,338.34
ENSMUSG00000065954,3710.23,3611.47,3779.41,2897.71,2688.0,2780.75
ENSMUSG00000108152,6.48,12.44,2.77,7.06,28.0,5.29
ENSMUSG00000108151,0.0,0.0,0.0,5.49,0.0,9.82
ENSMUSG00000081817,8.33,7.77,13.14,4.71,0.0,0.0
ENSMUSG00000108155,24.05,18.66,0.0,10.19,5.79,11.33
ENSMUSG00000097426,0.0,0.0,0.0,3.92,0.0,0.76
ENSMUSG00000081819,1.85,0.78,0.0,0.0,0.0,2.27
ENSMUSG00000097423,161.88,282.95,192.33,196.06,192.14,257.53
ENSMUSG00000010651,7.4,6.22,6.92,11.76,7.72,67.97
ENSMUSG00000054966,0.0,0.0,0.0,0.0,0.0,0.76
ENSMUSG00000093080,0.0,1.55,1.38,0.78,0.97,3.02
ENSMUSG00000041308,258.08,318.71,392.95,304.28,273.24,188.81
ENSMUSG00000041309,0.93,0.0,0.0,18.04,20.28,5.29
ENSMUSG00000041303,344.1,267.4,345.91,241.54,198.9,217.51
ENSMUSG00000041301,24.05,27.21,1.38,0.0,0.0,0.0
ENSMUSG00000000365,14.8,0.0,0.69,15.68,80.14,0.0
ENSMUSG00000093334,7.4,10.11,7.61,4.71,10.62,12.84
ENSMUSG00000111817,0.93,3.89,4.15,0.0,3.86,0.76
ENSMUSG00000022015,37.93,22.54,35.97,114.5,336.0,178.99
ENSMUSG00000022014,915.76,1193.2,1259.8,9032.71,13173.52,9939.57
ENSMUSG00000022016,1441.17,1106.92,1373.95,366.23,170.9,402.54
ENSMUSG00000022010,1064.69,1241.4,1247.35,2171.52,1952.28,2240.76
ENSMUSG00000022013,579.06,790.54,634.4,1374.75,2367.45,2245.3
ENSMUSG00000022012,0.93,0.0,0.0,3.14,0.0,0.76
ENSMUSG00000022019,469.91,416.65,565.22,383.49,294.48,162.37
ENSMUSG00000022018,323.75,291.5,481.51,1337.89,1276.41,2572.31
ENSMUSG00000055612,875.06,884.6,849.55,358.39,286.76,288.5
ENSMUSG00000020528,650.28,740.8,703.58,525.43,436.41,509.78
ENSMUSG00000020527,63.83,70.74,67.11,35.29,4.83,16.62
ENSMUSG00000020526,215.53,158.58,233.83,359.96,336.97,410.84
ENSMUSG00000020525,941.66,832.52,1054.33,969.3,952.0,853.41
ENSMUSG00000020523,1117.42,1261.61,1102.07,1187.32,1392.28,1133.6
ENSMUSG00000020522,829.74,1242.17,976.16,765.4,579.31,740.12
ENSMUSG00000020521,1206.22,862.84,1044.65,1142.62,1315.03,1136.62
ENSMUSG00000020520,751.11,743.13,640.62,905.78,973.24,315.69
ENSMUSG00000009733,112.85,98.72,117.61,87.05,56.97,95.16
ENSMUSG00000109282,16.65,16.32,40.82,1.57,26.07,37.01
ENSMUSG00000020566,6.48,4.66,11.07,9.41,29.93,43.05
ENSMUSG00000052062,33.3,20.99,19.37,197.62,174.76,64.95
ENSMUSG00000013643,31.45,121.26,276.04,0.0,0.0,0.0
ENSMUSG00000013646,151.7,390.22,435.15,529.35,307.03,377.61
ENSMUSG00000025584,184.08,239.42,244.9,281.54,184.41,239.41
ENSMUSG00000057614,8.33,4.66,0.69,9.41,2.9,11.33
ENSMUSG00000028718,767.76,495.16,821.88,363.1,92.69,213.73
ENSMUSG00000028719,3355.95,3103.88,3207.27,2798.9,2562.48,3286.76
ENSMUSG00000028710,103.6,101.83,132.14,159.2,140.0,147.27
ENSMUSG00000025582,0.0,0.0,0.0,0.78,0.0,0.0
ENSMUSG00000028713,4.63,3.89,0.69,2.35,0.0,0.0
ENSMUSG00000028716,0.0,7.77,2.08,0.78,0.0,0.0
ENSMUSG00000112942,0.0,2.33,3.46,0.78,0.0,11.33
ENSMUSG00000102162,0.0,2.33,1.38,3.92,3.86,5.29
ENSMUSG00000039176,333.0,279.06,491.88,1000.67,687.45,564.91
ENSMUSG00000052396,5.55,1.55,35.97,0.0,0.0,0.0
ENSMUSG00000052392,5.55,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000087992,1.85,1.55,1.38,0.0,0.0,2.27
ENSMUSG00000039178,191.48,216.88,206.16,174.1,196.0,224.3
ENSMUSG00000039179,2.78,0.0,0.0,1.57,0.0,0.0
ENSMUSG00000092889,8.33,9.33,26.98,11.76,2.9,7.55
ENSMUSG00000092887,23.13,26.43,31.13,7.84,6.76,0.0
ENSMUSG00000116898,7.4,6.22,4.84,12.55,28.97,24.92
ENSMUSG00000067629,0.0,6.22,0.0,0.78,9.66,0.76
ENSMUSG00000025091,16.65,0.0,33.9,0.0,0.0,0.0
ENSMUSG00000025092,0.0,0.78,0.0,29.02,32.83,8.31
ENSMUSG00000114749,0.0,0.0,0.0,0.0,0.0,2.27
ENSMUSG00000111515,7.4,17.1,18.68,18.82,16.41,18.13
ENSMUSG00000070315,139.68,175.68,124.53,159.2,159.31,98.94
ENSMUSG00000021737,2050.75,2202.95,1888.67,2571.47,2566.35,3103.99
ENSMUSG00000021731,700.24,684.83,666.22,707.37,539.72,763.54
ENSMUSG00000021733,2749.14,2342.1,2260.17,528.57,432.55,465.98
ENSMUSG00000103445,10.18,3.11,16.6,4.71,3.86,0.0
ENSMUSG00000021738,972.19,686.38,790.75,634.44,690.35,444.83
ENSMUSG00000035873,13.88,38.87,29.75,33.72,28.97,8.31
ENSMUSG00000106269,0.0,0.0,4.84,1.57,7.72,0.0
ENSMUSG00000035877,163.73,209.88,190.94,243.11,229.79,96.67
ENSMUSG00000035875,37.93,40.42,15.91,11.76,34.76,32.47
ENSMUSG00000106262,4.63,2.33,0.0,0.0,0.97,2.27
ENSMUSG00000106261,7.4,6.22,6.92,19.61,17.38,8.31
ENSMUSG00000106260,0.93,4.66,1.38,0.78,3.86,3.02
ENSMUSG00000106265,0.0,3.11,0.0,0.0,12.55,0.0
ENSMUSG00000112964,26.83,29.54,74.02,32.94,16.41,47.58
ENSMUSG00000112969,2.78,0.78,0.0,0.78,0.97,0.76
ENSMUSG00000116896,4.63,2.33,1.38,0.78,0.97,2.27
ENSMUSG00000022586,24.05,24.87,13.84,559.15,1606.62,1957.55
ENSMUSG00000020038,703.94,515.37,627.48,768.54,714.48,292.27
ENSMUSG00000086725,37.0,30.32,41.51,50.97,0.0,3.78
ENSMUSG00000086720,0.0,0.0,0.0,0.78,6.76,0.76
ENSMUSG00000086728,9.25,17.88,7.61,16.47,16.41,20.39
ENSMUSG00000022885,3013.69,1925.45,2471.87,3327.47,2046.9,2556.45
ENSMUSG00000076757,7.4,8.55,3.46,28.23,59.86,14.35
ENSMUSG00000022836,537.43,546.46,440.0,74.5,36.69,45.31
ENSMUSG00000076755,4.63,0.78,0.0,0.78,0.0,0.0
ENSMUSG00000076754,0.93,3.11,5.53,2.35,4.83,6.04
ENSMUSG00000022833,67.53,56.75,76.1,94.89,31.86,38.52
ENSMUSG00000076752,9.25,27.21,15.91,29.8,29.93,52.11
ENSMUSG00000022831,11109.41,12854.7,11136.21,3665.47,3897.79,2980.89
ENSMUSG00000076758,0.0,0.0,0.0,0.0,0.0,1.51
ENSMUSG00000039824,2.78,0.78,0.0,15.68,24.14,18.13
ENSMUSG00000039826,247.9,286.83,273.96,305.85,223.03,314.18
ENSMUSG00000039828,562.41,637.41,597.73,581.11,792.69,815.65
ENSMUSG00000086092,4.63,14.77,4.84,23.53,21.24,13.59
ENSMUSG00000051671,141.53,197.44,199.24,216.45,352.41,412.36
ENSMUSG00000068487,2.78,2.33,2.08,0.78,3.86,3.78
ENSMUSG00000070348,915.76,855.06,967.16,3398.83,4371.86,1889.58
ENSMUSG00000020069,429.21,425.98,366.66,786.58,888.28,831.51
ENSMUSG00000070343,45.33,58.3,39.43,45.49,78.21,116.31
ENSMUSG00000020061,0.0,0.0,0.69,1.57,5.79,0.76
ENSMUSG00000020067,0.0,0.0,0.0,8.63,0.0,0.0
ENSMUSG00000020064,1842.63,1515.02,1828.48,2566.77,1920.41,1931.88
ENSMUSG00000070345,1.85,1.55,0.0,0.78,13.52,0.76
ENSMUSG00000052942,9.25,12.44,2.08,9.41,12.55,6.8
ENSMUSG00000030968,23.13,16.32,20.75,1.57,0.0,0.0
ENSMUSG00000030960,309.88,242.53,300.94,501.9,458.62,782.42
ENSMUSG00000030966,361.68,586.11,643.39,369.37,267.45,243.18
ENSMUSG00000030967,1055.44,1092.93,1004.52,1083.02,1156.69,1128.31
ENSMUSG00000030965,712.26,876.83,949.87,767.76,556.14,425.95
ENSMUSG00000070699,519.86,707.37,707.73,661.1,560.97,758.25
ENSMUSG00000052949,1152.57,1018.3,875.84,1014.79,941.38,928.93
ENSMUSG00000004105,99.9,121.26,122.45,12.55,36.69,70.24
ENSMUSG00000070697,1482.8,1576.43,1618.86,1859.4,1590.21,1669.81
ENSMUSG00000070691,3897.08,3512.75,2663.5,2894.58,5600.97,3093.42
ENSMUSG00000070692,1.85,7.77,3.46,2.35,15.45,11.33
ENSMUSG00000004100,1270.97,1836.83,1198.92,1181.04,1274.48,1067.14
ENSMUSG00000096433,223.85,151.58,117.61,159.2,98.48,107.24
ENSMUSG00000033703,200.73,412.76,260.82,160.77,310.9,100.45
ENSMUSG00000033701,496.73,648.29,500.88,550.53,754.07,607.2
ENSMUSG00000033706,1107.24,1338.56,1278.48,697.18,807.17,620.04
ENSMUSG00000033705,747.41,681.72,676.6,199.19,236.55,259.8
ENSMUSG00000037466,291.38,333.47,501.57,758.35,482.76,544.52
ENSMUSG00000037465,1826.9,1470.71,2096.21,2069.57,1176.0,961.41
ENSMUSG00000037463,0.0,0.78,0.0,19.61,0.0,0.0
ENSMUSG00000037461,1406.02,1268.6,1255.65,1188.1,565.79,799.79
ENSMUSG00000104135,3.7,0.78,0.0,3.92,1.93,4.53
ENSMUSG00000104136,4.63,0.0,6.92,1.57,16.41,0.0
ENSMUSG00000001120,160.03,181.12,157.04,152.14,191.17,67.22
ENSMUSG00000031709,6475.09,6039.08,7935.86,2338.56,2078.76,928.93
ENSMUSG00000031708,2294.03,2402.73,2490.55,3163.56,3664.14,4797.22
ENSMUSG00000031706,447.71,522.37,408.86,588.17,448.0,480.33
ENSMUSG00000031701,4180.14,3662.78,3733.75,3743.11,3741.38,3061.7
ENSMUSG00000031700,57.35,46.64,40.82,120.77,65.66,31.72
ENSMUSG00000031703,1471.7,1267.83,1711.56,1688.44,1177.93,1196.28
ENSMUSG00000003458,4075.61,4001.69,4265.06,3016.91,3064.55,1868.44
ENSMUSG00000071568,0.93,0.0,1.38,3.14,2.9,1.51
ENSMUSG00000023004,2805.57,3233.69,2972.75,2752.63,2192.69,3841.1
ENSMUSG00000023007,91.58,71.51,96.85,246.25,153.52,102.71
ENSMUSG00000023000,0.0,5.44,0.0,0.0,0.0,0.0
ENSMUSG00000026032,486.56,456.29,440.0,810.1,1008.97,1785.36
ENSMUSG00000026031,1620.62,1319.91,1736.47,2311.11,2400.28,2439.39
ENSMUSG00000026037,637.33,559.68,473.9,517.59,315.72,492.41
ENSMUSG00000026036,633.63,746.24,608.8,319.18,334.07,391.96
ENSMUSG00000026035,196.1,255.74,221.38,218.8,388.14,396.5
ENSMUSG00000026034,8183.59,8626.81,8992.95,7530.91,7357.24,8279.58
ENSMUSG00000026039,118.4,66.07,143.21,107.44,24.14,71.75
ENSMUSG00000087331,12.95,35.76,26.98,20.39,20.28,42.29
ENSMUSG00000097069,13.88,11.66,13.14,10.19,5.79,9.06
ENSMUSG00000034285,396.83,455.52,430.31,537.98,288.69,590.59
ENSMUSG00000000957,167.43,205.22,186.79,930.09,1538.07,1066.38
ENSMUSG00000073633,18.5,23.32,22.14,46.27,61.79,25.68
ENSMUSG00000082292,142.45,141.47,150.82,87.05,45.38,125.37
ENSMUSG00000073639,2349.53,1981.41,2122.5,1613.15,1580.55,1662.26
ENSMUSG00000049553,1235.82,1169.1,1145.65,402.31,230.76,244.69
ENSMUSG00000049551,0.0,0.0,0.69,0.78,0.97,0.76
ENSMUSG00000049550,2118.28,1953.43,2123.88,2344.05,2615.59,1072.43
ENSMUSG00000049556,0.0,1.55,0.0,26.66,0.97,24.17
ENSMUSG00000049555,4.63,22.54,8.3,25.88,10.62,0.76
ENSMUSG00000069678,241.43,223.87,253.9,375.64,311.86,352.69
ENSMUSG00000087338,9.25,3.11,2.77,7.06,0.0,0.0
ENSMUSG00000069581,0.0,2.33,0.0,7.84,0.0,0.0
ENSMUSG00000046269,5.55,11.66,8.3,11.76,7.72,23.41
ENSMUSG00000030816,2149.73,1968.98,2336.27,2229.55,1662.62,992.37
ENSMUSG00000076031,0.0,0.78,0.0,0.78,1.93,3.02
ENSMUSG00000022354,398.68,419.76,365.28,775.6,905.66,1301.26
ENSMUSG00000022359,340.4,363.01,431.7,375.64,403.59,483.35
ENSMUSG00000089371,66.6,34.98,40.13,36.86,29.93,15.1
ENSMUSG00000105775,6.48,7.0,8.3,3.92,1.93,4.53
ENSMUSG00000105776,9.25,23.32,16.6,14.9,22.21,35.5
ENSMUSG00000105779,7.4,3.89,4.15,9.41,5.79,9.06
ENSMUSG00000097706,3.7,4.66,6.92,0.78,1.93,1.51
ENSMUSG00000008540,13.88,40.42,71.95,50.19,110.07,623.06
ENSMUSG00000034863,476.38,394.88,509.87,371.72,352.41,143.49
ENSMUSG00000034867,3811.98,3397.71,4007.71,1726.08,1279.31,861.72
ENSMUSG00000037962,0.0,0.0,0.69,5.49,45.38,27.94
ENSMUSG00000037960,925.94,1172.21,978.23,1464.15,2137.66,1925.83
ENSMUSG00000074345,0.93,3.11,0.69,0.0,0.0,0.76
ENSMUSG00000045799,125.8,137.59,119.68,111.36,120.69,219.02
ENSMUSG00000045795,552.23,709.7,697.35,663.45,505.93,450.12
ENSMUSG00000045790,16.65,11.66,6.92,21.17,129.38,19.64
ENSMUSG00000048154,2974.84,3405.48,3044.0,1911.94,3132.14,1620.72
ENSMUSG00000032204,933.34,826.3,980.31,374.86,363.03,351.18
ENSMUSG00000102202,81.4,128.26,69.18,0.78,3.86,3.78
ENSMUSG00000102207,0.0,0.0,0.0,0.0,0.97,0.0
ENSMUSG00000090955,0.0,0.0,4.15,5.49,3.86,0.76
ENSMUSG00000089958,0.0,0.0,1.38,3.14,1.93,6.8
ENSMUSG00000086942,9.25,6.22,20.06,16.47,0.0,10.57
ENSMUSG00000089956,86.95,67.63,112.77,25.88,44.41,18.13
ENSMUSG00000096205,15.73,9.33,6.23,3.92,7.72,10.57
ENSMUSG00000094102,25.9,174.12,9.69,36.86,14.48,88.36
ENSMUSG00000006241,12.95,10.88,0.69,8.63,15.45,0.76
ENSMUSG00000042211,2094.23,1515.79,2296.84,1377.1,1101.66,790.72
ENSMUSG00000042213,146.15,108.83,117.61,142.73,127.45,141.23
ENSMUSG00000042215,42.55,91.72,120.38,83.91,78.21,117.82
ENSMUSG00000042216,3.7,11.66,13.14,15.68,0.97,11.33
ENSMUSG00000045248,469.91,328.03,300.94,447.79,251.03,304.36
ENSMUSG00000030934,5492.73,5494.95,5189.33,5048.06,6101.11,5081.94
ENSMUSG00000032425,63.83,129.04,152.2,278.4,193.1,165.4
ENSMUSG00000032420,41.63,15.55,20.06,169.39,121.66,132.17
ENSMUSG00000032423,1825.05,1548.44,1808.41,1243.0,986.76,1197.79
ENSMUSG00000032422,678.96,521.59,647.54,636.79,348.55,666.87
ENSMUSG00000084828,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000084821,242.35,223.09,179.87,37.64,49.24,115.55
ENSMUSG00000084826,1.85,6.22,8.3,5.49,15.45,29.45
ENSMUSG00000031147,0.93,3.89,0.0,0.0,0.0,0.0
ENSMUSG00000031144,8.33,13.21,12.45,5.49,13.52,30.96
ENSMUSG00000044117,0.0,1.55,0.0,1.57,0.0,0.0
ENSMUSG00000034438,2466.09,2318.78,2328.66,2551.08,2247.72,1869.19
ENSMUSG00000069306,1.85,3.11,0.0,3.92,3.86,1.51
ENSMUSG00000041548,3.7,5.44,8.3,0.78,2.9,9.06
ENSMUSG00000058093,209.98,131.37,220.69,120.77,69.52,162.37
ENSMUSG00000041540,7.4,1.55,0.0,29.8,0.97,8.31
ENSMUSG00000000167,7.4,13.99,6.92,8.63,21.24,24.17
ENSMUSG00000050640,29.6,17.88,18.68,672.87,880.55,541.5
ENSMUSG00000024592,160.03,178.01,183.33,232.13,240.41,203.16
ENSMUSG00000092257,2.78,4.66,3.46,3.92,2.9,7.55
ENSMUSG00000024590,5485.33,4122.96,4016.01,2148.78,1852.83,1496.11
ENSMUSG00000000168,1147.02,1094.48,1103.45,980.28,632.41,696.32
ENSMUSG00000024594,920.39,838.74,747.16,1553.55,1097.79,1607.88
ENSMUSG00000032301,3535.4,3934.07,3509.6,3690.56,3717.24,5328.14
ENSMUSG00000114709,8.33,17.88,10.38,17.25,19.31,44.56
ENSMUSG00000057531,799.21,802.98,812.89,1500.22,1710.9,1808.02
ENSMUSG00000032305,422.73,522.37,498.11,265.85,330.21,124.61
ENSMUSG00000041895,145.23,108.83,115.53,195.27,113.93,194.85
ENSMUSG00000041890,3831.41,3896.75,4053.37,2237.39,1898.21,1370.74
ENSMUSG00000041891,1843.55,1525.12,2038.1,4164.24,1827.72,4360.69
ENSMUSG00000083880,2.78,0.0,3.46,3.92,4.83,3.02
ENSMUSG00000083887,1.85,3.11,4.84,18.82,7.72,12.08
ENSMUSG00000083885,4.63,7.77,6.23,7.06,0.97,12.08
ENSMUSG00000047496,17.58,4.66,0.69,18.82,18.34,27.19
ENSMUSG00000047497,20.35,0.78,40.13,0.0,1.93,5.29
ENSMUSG00000051118,0.93,1.55,0.0,0.0,0.0,4.53
ENSMUSG00000051111,5.55,1.55,1.38,0.0,0.0,2.27
ENSMUSG00000051116,9.25,16.32,11.07,10.19,25.1,27.94
ENSMUSG00000014837,29.6,54.41,22.83,110.58,20.28,109.51
ENSMUSG00000000838,1507.77,1021.41,1549.67,1019.49,578.35,712.94
ENSMUSG00000066113,3.7,2.33,0.69,4.71,2.9,6.8
ENSMUSG00000000295,313.58,334.25,280.88,301.93,240.41,398.76
ENSMUSG00000066116,12.03,6.22,6.23,9.41,14.48,17.37
ENSMUSG00000053528,1.85,0.0,0.0,3.92,0.0,0.0
ENSMUSG00000057454,0.0,0.0,11.07,3.14,24.14,20.39
ENSMUSG00000024261,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000082289,2.78,0.78,1.38,2.35,1.93,3.02
ENSMUSG00000082286,464.36,508.37,428.93,428.97,368.83,225.06
ENSMUSG00000082284,127.65,101.83,101.01,182.72,278.07,248.47
ENSMUSG00000082283,4.63,5.44,4.84,2.35,3.86,12.84
ENSMUSG00000082280,0.0,0.0,0.69,2.35,0.0,4.53
ENSMUSG00000080610,0.93,4.66,9.69,0.0,2.9,0.0
ENSMUSG00000085394,3.7,0.0,0.0,10.19,32.83,12.08
ENSMUSG00000085397,2.78,0.0,0.0,0.0,0.0,6.04
ENSMUSG00000085396,241.43,216.88,442.76,165.47,249.1,121.59
ENSMUSG00000085391,5.55,0.0,6.23,14.12,0.0,31.72
ENSMUSG00000085399,74.0,99.5,88.55,105.09,46.34,127.63
ENSMUSG00000085398,17.58,24.1,33.21,43.13,43.45,16.62
ENSMUSG00000098790,0.0,0.0,4.15,1.57,1.93,1.51
ENSMUSG00000082755,10.18,10.11,6.92,11.76,11.59,15.1
ENSMUSG00000065778,0.0,0.0,0.0,0.0,1.93,0.0
ENSMUSG00000057182,0.93,0.0,0.0,62.74,105.24,98.94
ENSMUSG00000057181,465.28,308.6,427.54,348.2,170.9,225.81
ENSMUSG00000106061,3.7,0.0,8.3,0.0,0.97,3.78
ENSMUSG00000106062,0.0,2.33,0.0,0.0,0.0,0.0
ENSMUSG00000106067,5.55,0.78,1.38,0.78,0.97,0.76
ENSMUSG00000061461,473.61,511.48,529.93,680.71,633.38,1132.09
ENSMUSG00000061462,0.93,0.78,0.0,13.33,84.0,61.17
ENSMUSG00000016528,16252.48,16345.69,13159.09,10893.67,13128.14,6870.32
ENSMUSG00000016529,77.7,48.97,51.19,104.3,73.38,123.1
ENSMUSG00000016526,152.63,178.79,90.63,407.8,236.55,704.63
ENSMUSG00000016520,671.56,620.31,493.27,785.01,747.31,649.5
ENSMUSG00000081221,11.1,14.77,10.38,7.06,9.66,6.04
ENSMUSG00000081223,8.33,1.55,1.38,5.49,2.9,12.08
ENSMUSG00000081227,0.0,0.0,1.38,0.78,0.0,2.27
ENSMUSG00000081226,1.85,0.78,0.69,0.78,0.97,0.76
ENSMUSG00000081228,11.1,11.66,3.46,5.49,13.52,18.88
ENSMUSG00000085932,0.93,4.66,2.77,0.78,8.69,5.29
ENSMUSG00000085936,1.85,2.33,0.0,27.45,0.0,0.0
ENSMUSG00000053600,107.3,159.35,175.72,587.38,423.86,532.44
ENSMUSG00000053603,0.0,3.11,0.69,0.0,0.0,3.02
ENSMUSG00000053604,47.18,29.54,57.42,39.21,69.52,123.1
ENSMUSG00000083573,3.7,0.78,2.08,0.78,6.76,6.04
ENSMUSG00000032083,28.68,9.33,20.75,3.92,1.93,1210.63
